After After IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
still still RB O O O
know know VBP O I-V B-VP
little little RB O O I-VP
about about IN O O I-VP
Macau Macau NNP B-GPE O B-NP
, , , O O O
in in IN O O O
spite spite NN O O B-NP
of of IN O O O
existing existing VBG O I-V B-NP
exchanges exchanges NNS O I-V I-NP
, , , O O O
and and CC O O O
more more JJR O O B-NP
than than IN O O I-NP
half half NN O O I-NP
of of IN O O O
them them PRP O O B-NP
flatly flatly RB O O O
reject reject VBP O I-V B-VP
Beijing Beijing NNP B-GPE O B-NP
's 's POS O O I-NP
" " `` O O B-NP
one one CD O O I-NP
country country NN O O I-NP
two two CD O O B-NP
systems systems NNS O O I-NP
" " '' O O O
formula formula RB O O O
- - , O O O
so so RB O O B-VP
readily readily RB O O I-VP
taken taken VBN O I-V I-VP
up up RP O O O
in in IN O O O
Macau Macau NNP B-GPE O B-NP
- - , O O O
as as IN O O O
a a DT O O B-NP
solution solution NN O O I-NP
to to IN O O O
the the DT O O B-NP
Taiwan Taiwan NNP B-GPE O I-NP
question question NN O O I-NP
. . . O O O

Conveniently Conveniently RB O O B-ADJP
connected connected VBN O I-V I-ADJP

It It PRP O O B-NP
takes takes VBZ O I-V B-VP
just just RB O O B-NP
an an DT B-TIME O I-NP
hour hour NN I-TIME O I-NP
and and CC I-TIME O I-NP
a a DT I-TIME O I-NP
half half NN I-TIME O I-NP
to to TO O O B-VP
fly fly VB O I-V B-VP
from from IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
to to IN O O O
Macau Macau NNP B-GPE O B-NP
. . . O O O

As As IN O O O
Macau Macau NNP B-ORG O O
University University NNP I-ORG O O
professor professor NN O O O
Wong Wong NNP B-PERSON O O
Hon Hon NNP I-PERSON O O
Keong Keong NNP I-PERSON O O
says says VBZ O I-V B-VP
, , , O O O
" " `` O O O
You You PRP O O O
can can MD O O B-VP
get get VB O I-V B-VP
there there RB O O I-VP
and and CC O O I-VP
back back RB O O I-VP
in in IN O O I-VP
a a DT B-DATE O B-NP
day day NN I-DATE O I-NP
. . . O O O

You You PRP O O O
catch catch VBP O I-V B-VP
the the DT O O B-NP
first first JJ O O I-NP
flight flight NN O O I-NP
to to IN O O O
Macau Macau NNP B-GPE O B-NP
in in IN O O O
the the DT O O B-NP
morning morning NN B-TIME O I-NP
, , , O O O
stop stop VBP O I-V B-VP
at at IN O O I-VP
the the DT O O B-NP
Westin Westin NNP B-ORG O I-NP
for for IN O O O
a a DT O O B-NP
coffee coffee NN O O I-NP
and and CC O O O
to to TO O O B-VP
talk talk VB O I-V B-VP
business business NN O O B-NP
, , , O O O
head head VBP O I-V B-VP
to to IN O O I-VP
one one CD O O B-NP
of of IN O O O
the the DT O O B-NP
outlying outlying JJ O O I-NP
islands islands NNS O O I-NP
in in IN O O O
the the DT O O B-NP
afternoon afternoon NN B-TIME O I-NP
for for IN O O O
a a DT O O B-NP
round round NN O I-V I-NP
of of IN O O O
golf golf NN O O B-NP
, , , O O O
take take VBP O O B-VP
a a DT O O B-NP
stroll stroll NN O O I-NP
downtown downtown NN O O O
, , , O O O
and and CC O O O
return return VBP O I-V B-VP
to to IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
that that DT O O O
evening evening NN B-TIME O O
. . . O O O
" " '' O O O

But But CC O O O
in in IN O O O
spite spite NN O O B-NP
of of IN O O O
the the DT O O B-NP
convenience convenience NN O O I-NP
for for IN O O O
travelers travelers NNS O O B-NP
, , , O O O
ties ties NNS O O B-NP
between between IN O O O
the the DT O O B-NP
two two CD B-CARDINAL O I-NP
places places NNS O O I-NP
have have VBP O I-V B-VP
been been VBN O I-V B-VP
practically practically RB O O I-VP
invisible invisible JJ O O I-VP
for for IN O O I-VP
several several JJ B-DATE O B-NP
decades decades NNS I-DATE O I-NP
. . . O O O

What What WDT O O O
path path NN O O O
will will MD O O O
the the DT O O O
relationship relationship NN O I-V O
follow follow VB O I-V B-VP
now now RB O O O
that that IN O O B-SBAR
Macau Macau NNP B-GPE O I-SPAR
has has VBZ O I-V B-VP
returned returned VBN O I-V B-VP
to to IN O O I-VP
China China NNP B-GPE O B-NP
? ? . O O O

As As IN O O O
you you PRP O O O
pass pass VBP O I-V B-VP
through through IN O O I-VP
the the DT O O B-NP
offices offices NNS O O I-NP
of of IN O O O
the the DT B-ORG O B-NP
Macau Macau NNP I-ORG O I-NP
government government NN I-ORG O I-NP
's 's POS I-ORG O I-NP
directorate directorate NN O O O
of of IN O O O
administration administration NN O I-V B-NP
you you PRP O O O
notice notice VBP O I-V B-VP
the the DT O O B-NP
relative relative JJ O O I-NP
youth youth NN O O I-NP
of of IN O O O
the the DT O O B-NP
staff staff NN O O I-NP
, , , O O O
most most JJS O O B-NP
of of IN O O O
whom whom WP O O O
seem seem VBP O I-V B-VP
to to TO O O B-VP
be be VB O I-V B-VP
in in IN O O I-VP
their their PRP$ O O B-NP
thirties thirties NNS B-DATE O I-NP
. . . O O O

Rosa Rosa NNP B-PERSON O B-NP
Tam Tam NNP I-PERSON O I-NP
, , , O O O
who who WP O O B-SBAR
heads heads VBZ O I-V B-VP
the the DT O O B-NP
recruitment recruitment NN O O I-NP
and and CC O O I-NP
selection selection NN O O I-NP
division division NN O O I-NP
of of IN O O O
the the DT O O B-NP
directorate directorate NN O O I-NP
's 's POS O O I-NP
human human NN O O O
resources resources NNS O O O
department department NN O O O
, , , O O O
introduces introduces VBZ O I-V B-VP
many many JJ O O B-NP
of of IN O O O
her her PRP$ O O B-NP
colleagues colleagues NNS O O I-NP
with with IN O O O
the the DT O O B-NP
remark remark NN O O I-NP
that that IN O O B-SBAR
he he PRP O O I-SPAR
or or CC O O I-SPAR
she she PRP O O I-SPAR
" " `` O O I-SPAR
studied studied VBD O I-V B-VP
in in IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
too too RB O O O
. . . O O O
" " '' O O O

Tam Tam NNP B-PERSON O B-NP
herself herself PRP O O B-NP
graduated graduated VBD O I-V B-VP
from from IN O O I-VP
the the DT O O B-NP
department department NN O O I-NP
of of IN O O O
educational educational JJ O O B-NP
psychology psychology NN O O I-NP
at at IN O O O
National National NNP B-ORG O B-NP
Taiwan Taiwan NNP I-ORG O I-NP
Normal Normal NNP I-ORG O I-NP
University University NNP I-ORG O I-NP
in in IN O O O
1985 1985 CD B-DATE O B-NP
, , , O O O
and and CC O O O
joined joined VBD O I-V B-VP
Macau Macau NNP B-GPE O B-NP
's 's POS O O I-NP
department department NN O O O
of of IN O O O
education education NN O O B-NP
in in IN O O O
1987 1987 CD B-DATE O B-NP
, , , O O O
before before IN O O O
eventually eventually RB O O O
moving moving VBG O I-V B-VP
to to IN O O I-VP
the the DT O O B-NP
directorate directorate NN O O I-NP
of of IN O O O
administration administration NN O I-V B-NP
and and CC O O O
rising rising VBG O I-V B-VP
to to IN O O I-VP
the the DT O O B-NP
post post NN O O I-NP
of of IN O O O
division division NN O O B-NP
chief chief NN O O I-NP
in in IN O O O
just just RB O O B-NP
11 11 CD B-DATE O I-NP
years years NNS I-DATE O I-NP
. . . O O O

Tam Tam NNP B-PERSON O O
is is VBZ O I-V B-VP
just just RB O O B-NP
one one CD O O I-NP
of of IN O O O
the the DT O O B-NP
many many JJ O O I-NP
Macau Macau NNP B-GPE O I-NP
civil civil JJ O O I-NP
servants servants NNS O O I-NP
who who WP O O B-SBAR
have have VBP O I-V B-VP
studied studied VBN O I-V B-VP
for for IN O O I-VP
degrees degrees NNS O O B-NP
in in IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

The The DT B-ORG O B-NP
Macau Macau NNP I-ORG O I-NP
government government NN I-ORG O I-NP
's 's POS I-ORG O I-NP
directorate directorate NN O O O
for for IN O O O
administration administration NN O I-V B-NP
says says VBZ O I-V B-VP
that that IN O O B-SBAR
around around RB O O I-SPAR
200 200 CD B-CARDINAL O I-SPAR
Macau Macau NNP B-GPE O I-SPAR
civil civil JJ O O I-SPAR
servants servants NNS O O I-SPAR
have have VBP O I-V B-VP
academic academic JJ O O B-NP
qualifications qualifications NNS O O I-NP
from from IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
, , , O O O
but but CC O O O
according according VBG O I-V O
to to IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
's 's POS O O I-NP
representative representative JJ O O O
office office NN O O O
in in IN O O O
the the DT O O B-NP
territory territory NN O O I-NP
, , , O O O
the the DT O O O
figure figure NN O O O
is is VBZ O I-V B-VP
closer closer JJR O O I-VP
to to IN O O I-VP
1,000 1,000 CD B-CARDINAL O I-VP
. . . O O O

This This DT O O O
may may MD O O B-VP
not not RB O O I-VP
represent represent VB O I-V B-VP
a a DT O O B-NP
very very RB O O B-ADJP
large large JJ O O I-ADJP
share share NN O O O
of of IN O O O
Macau Macau NNP B-GPE O B-NP
's 's POS O O I-NP
17,000 17,000 CD B-CARDINAL O O
civil civil JJ O O O
servants servants NNS O O O
, , , O O O
but but CC O O O
given given VBN O I-V O
that that IN O O B-SBAR
many many JJ O O B-NP
of of IN O O O
those those DT O O B-NP
who who WP O O B-SBAR
graduated graduated VBD O I-V B-VP
in in IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
hold hold VBP O I-V B-VP
senior senior JJ O O B-NP
ranks ranks NNS O O I-NP
, , , O O O
it it PRP O O O
adds adds VBZ O I-V B-VP
something something NN O O B-NP
of of IN O O O
a a DT O O B-NP
" " `` O O I-NP
Taiwan Taiwan NNP B-GPE O I-NP
flavor flavor NN O O I-NP
" " '' O O I-NP
to to IN O O O
the the DT O O B-NP
government government NN O O I-NP
of of IN O O O
the the DT O O B-NP
Macau Macau NNP B-GPE O I-NP
SAR SAR NNP O O I-NP
-LRB- -LRB- -LRB- B-ORG O I-NP
Special Special NNP I-ORG O I-NP
Administrative Administrative NNP I-ORG O I-NP
Region Region NNP I-ORG O I-NP
-RRB- -RRB- -RRB- I-ORG O I-NP
. . . O O O

In In IN O O O
contrast contrast NN O I-V B-NP
, , , O O O
Taiwan Taiwan NNP B-GPE O O
alumni alumni NNS O O O
are are VBP O I-V B-VP
noticeable noticeable JJ O O I-VP
by by IN O O I-VP
their their PRP$ O O B-NP
absence absence NN O O I-NP
from from IN O O O
the the DT B-ORG O B-NP
SAR SAR NNP I-ORG O I-NP
government government NN I-ORG O I-NP
in in IN O O O
Hong Hong NNP B-GPE O B-NP
Kong Kong NNP I-GPE O I-NP
. . . O O O

At At IN O O O
present present NN O O B-NP
, , , O O O
the the DT O O B-NP
most most RBS O O B-ADJP
senior senior JJ O O I-ADJP
government government NN O O O
official official NN O O O
to to TO O O B-VP
have have VB O I-V B-VP
studied studied VBN O I-V B-VP
in in IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
is is VBZ O I-V B-VP
Ou Ou NNP B-PERSON O B-NP
Wenlong Wenlong NNP I-PERSON O I-NP
, , , O O O
who who WP O O B-SBAR
graduated graduated VBD O I-V B-VP
in in IN O O I-VP
mechanical mechanical JJ O O B-NP
engineering engineering NN O O I-NP
at at IN O O O
National National NNP B-ORG O B-NP
Taiwan Taiwan NNP I-ORG O I-NP
University University NNP I-ORG O I-NP
-LRB- -LRB- -LRB- O O B-NP
NTU NTU NNP O O I-NP
-RRB- -RRB- -RRB- O O I-NP
. . . O O O

Ou Ou NNP B-PERSON O O
is is VBZ O I-V B-VP
Macau Macau NNP B-GPE O B-NP
's 's POS O O I-NP
secretary secretary NN O O O
for for IN O O O
transportation transportation NN O O B-NP
and and CC O O O
public public JJ O O B-NP
works works NNS O I-V I-NP
, , , O O O
and and CC O O O
has has VBZ O I-V B-VP
been been VBN O I-V B-VP
appointed appointed VBN O I-V B-VP
by by IN O O O
Chief Chief NNP O O O
Executive Executive NNP O O O
Edmund Edmund NNP B-PERSON O O
Ho Ho NNP I-PERSON O O
as as IN O O O
one one CD O O B-NP
of of IN O O O
the the DT B-ORG O B-NP
SAR SAR NNP I-ORG O I-NP
government government NN I-ORG O I-NP
's 's POS I-ORG O I-NP
five five CD B-CARDINAL O O
administration administration NN O O O
secretaries secretaries NNS O O O
. . . O O O

Amid Amid IN O O O
all all PDT O O B-NP
the the DT O O I-NP
hype hype NN O O I-NP
surrounding surrounding VBG O I-V B-VP
Macau Macau NNP B-GPE O B-NP
's 's POS O O I-NP
incorporation incorporation NN O O O
under under IN O O O
the the DT O O B-NP
" " `` O O I-NP
one one CD B-CARDINAL O B-NP
country country NN O O I-NP
two two CD B-CARDINAL O B-NP
systems systems NNS O O I-NP
" " '' O O O
formula formula NN O O O
, , , O O O
the the DT O O B-NP
sensitive sensitive JJ O O I-NP
issue issue NN O O I-NP
of of IN O O O
the the DT O O B-NP
" " `` O O I-NP
Taiwan Taiwan NNP B-GPE O I-NP
connection connection NN O I-V I-NP
" " '' O O I-NP
within within IN O O O
the the DT B-ORG O B-NP
Macau Macau NNP I-ORG O I-NP
government government NN I-ORG O I-NP
is is VBZ O I-V B-VP
little little RB O O I-VP
discussed discussed VBN O I-V B-VP
. . . O O O

As As IN O O O
the the DT O O B-NP
clearest clearest JJS O O I-NP
example example NN O O I-NP
of of IN O O O
this this DT O O B-NP
connection connection NN O I-V I-NP
, , , O O O
Ou Ou NNP B-PERSON O O
Wenlong Wenlong NNP I-PERSON O O
is is VBZ O I-V B-VP
one one CD O O B-NP
official official NN O O I-NP
that that WDT O O B-SBAR
many many JJ O O B-NP
journalists journalists NNS O O I-NP
from from IN O O O
Taiwan Taiwan NNP B-GPE O B-NP
have have VBP O I-V B-VP
tried tried VBN O I-V B-VP
to to TO O O B-VP
get get VB O I-V B-VP
an an DT O O B-NP
interview interview NN O I-V I-NP
with with IN O O O
, , , O O O
but but CC O O O
their their PRP$ O O O
requests requests NNS O I-V O
have have VBP O I-V B-VP
all all RB O O I-VP
been been VBN O I-V B-VP
turned turned VBN O I-V B-VP
down down RP O O O
on on IN O O O
the the DT O O B-NP
grounds grounds NNS O O I-NP
that that IN O O B-SBAR
the the DT O O I-SPAR
secretary secretary NN O O I-SPAR
is is VBZ O I-V B-VP
" " `` O O I-VP
too too RB O O I-VP
busy busy JJ O O I-VP
. . . O O O
" " '' O O O

He He PRP O O O
did did VBD O I-V B-VP
nevertheless nevertheless RB O O I-VP
find find VB O I-V B-VP
time time NN O O B-NP
to to TO O O B-VP
do do VB O O B-VP
an an DT O O B-NP
interview interview NN O I-V I-NP
with with IN O O O
Hong Hong NNP B-GPE O B-NP
Kong Kong NNP I-GPE O I-NP
's 's POS I-GPE O I-NP
Phoenix Phoenix NNP B-ORG O O
TV TV NNP I-ORG O O
, , , O O O
during during IN O O B-SBAR
which which WDT O O I-SPAR
he he PRP O O I-SPAR
discoursed discoursed VBD O I-V B-VP
freely freely RB O O I-VP
on on IN O O I-VP
the the DT O O B-NP
subject subject NN O O I-NP
of of IN O O O
Macau Macau NNP B-GPE O B-NP
's 's POS O O I-NP
development development NN O O O
. . . O O O

Sinorama Sinorama NNP B-ORG O O
applied applied VBD O I-V B-VP
, , , O O I-VP
in in IN O O I-VP
line line NN O O B-NP
with with IN O O O
official official JJ O O B-NP
procedure procedure NN O O I-NP
, , , O O O
for for IN O O O
a a DT O O B-NP
press press NN O O I-NP
pass pass NN O O I-NP
to to IN O O O
the the DT O O B-NP
handover handover NN O O I-NP
ceremony ceremony NN O O I-NP
, , , O O O
but but CC O O O
the the DT O O O
application application NN O I-V O
was was VBD O I-V B-VP
eventually eventually RB O O I-VP
rejected rejected VBN O I-V B-VP
as as IN O O O
" " `` O O O
unapproved unapproved JJ O O B-NP
by by IN O O O
the the DT O O B-NP
security security NN O O I-NP
department department NN O O I-NP
. . . O O O
" " '' O O O

On On IN O O O
the the DT O O B-NP
eve eve NN O O I-NP
of of IN O O O
the the DT O O B-NP
handover handover NN O O I-NP
, , , O O O
the the DT O O B-NP
signboard signboard NN O O I-NP
of of IN O O O
the the DT B-ORG O B-NP
Taipei Taipei NNP I-ORG O I-NP
Trade Trade NNP I-ORG O I-NP
and and CC I-ORG O I-NP
Tourism Tourism NNP I-ORG O I-NP
Office Office NNP I-ORG O I-NP
in in IN O O O
Macau Macau NNP B-GPE O B-NP
was was VBD O I-V B-VP
quietly quietly RB O O I-VP
taken taken VBN O I-V B-VP
down down RP O O O
, , , O O O
after after IN O O O
the the DT O O O
office office NN O O O
had had VBD O I-V B-VP
been been VBN O I-V B-VP
privately privately RB O O I-VP
warned warned VBN O I-V B-VP
to to TO O O B-VP
remove remove VB O I-V B-VP
the the DT O O B-NP
sign sign NN O O I-NP
before before IN O O O
the the DT O O B-NP
transfer transfer NN O I-V I-NP
of of IN O O O
sovereignty sovereignty NN O O B-NP
. . . O O O

Office Office NN O O O
director director NN O O O
William William NNP B-PERSON O O
Li Li NNP I-PERSON O O
was was VBD O I-V B-VP
subsequently subsequently RB O O I-VP
reprimanded reprimanded VBN O I-V B-VP
by by IN O O O
the the DT B-ORG O O
Mainland Mainland NNP I-ORG O O
Affairs Affairs NNPS I-ORG O O
Council Council NNP I-ORG O O
for for IN O O O
his his PRP$ O O B-NP
handling handling NN O I-V I-NP
of of IN O O O
the the DT O O B-NP
affair affair NN O O I-NP
. . . O O O

None None NN O O B-NP
of of IN O O O
the the DT O O B-NP
above above RB O O I-NP
was was VBD O I-V B-VP
problems problems NNS O O I-VP
at at IN O O I-VP
the the DT O O B-NP
time time NN O O I-NP
of of IN O O O
Hong Hong NNP B-GPE O B-NP
Kong Kong NNP I-GPE O I-NP
's 's POS I-GPE O I-NP
handover handover NN O O O
in in IN O O O
1997 1997 CD B-DATE O B-NP
, , , O O O
which which WDT O O O
goes goes VBZ O I-V B-VP
to to TO O O B-VP
show show VB O I-V B-VP
how how WRB O O B-SBAR
cautious cautious JJ O O I-SPAR
the the DT O O I-SPAR
Macau Macau NNP B-GPE O I-SPAR
SAR SAR NNP I-GPE O I-SPAR
government government NN O O I-SPAR
is is VBZ O I-V B-VP
regarding regarding VBG O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
. . . O O O

When When WRB O O O
senior senior JJ O O O
Macau Macau NNP B-GPE O O
officials officials NNS O O O
are are VBP O I-V B-VP
asked asked VBN O I-V B-VP
about about IN O O O
having having VBG O I-V B-VP
studied studied VBN O I-V B-VP
in in IN O O I-VP
Taiwan Taiwan NNP B-GPE O B-NP
, , , O O O
they they PRP O O O
are are VBP O I-V B-VP
always always RB O O I-VP
quick quick JJ O O I-VP
to to TO O O B-VP
add add VB O I-V B-VP
mention mention NN O I-V B-NP
of of IN O O O
other other JJ O O B-NP
academic academic JJ O O I-NP
qualifications qualifications NNS O O I-NP
obtained obtained VBN O I-V B-VP
in in IN O O O
Macau Macau NNP B-GPE O B-NP
, , , O O O
Lisbon Lisbon NNP B-GPE O B-NP
, , , O O O
or or CC O O O
mainland mainland NN O O B-NP
China China NNP B-GPE O I-NP
. . . O O O

" " `` O O O
It It PRP O O O
's 's VBZ O I-V B-VP
called called VBN O I-V B-VP
sanitizing sanitizing VBG O I-V B-VP
your your PRP$ O O B-NP
record record NN O O I-NP
! ! . O O O
" " '' O O O
quips quips VBZ O I-V B-VP
Tan Tan NNP B-PERSON O B-NP
Zhiqiang Zhiqiang NNP I-PERSON O I-NP
, , , O O O
Hong Hong NNP B-GPE O B-NP
Kong Kong NNP I-GPE O I-NP
and and CC O O I-NP
Macau Macau NNP B-GPE O I-NP
bureau bureau NN O O I-NP
chief chief NN O O I-NP
for for IN O O O
the the DT B-ORG O B-NP
China China NNP I-ORG O I-NP
Times Times NNP I-ORG O I-NP
, , , O O O
who who WP O O B-SBAR
was was VBD O I-V B-VP
born born VBN O I-V B-VP
and and CC O O I-VP
raised raised VBN O I-V I-VP
in in IN O O O
Macau Macau NNP B-GPE O B-NP
