Joining Joining VBG O I-V O
evaluate evaluate VB O I-V B-VP
the the DT O O B-NP
issues issues NNS O O I-NP
to to TO O O B-VP
be be VB O O B-VP
addressed addressed VBN O I-V B-VP
, , , O O O
and and CC O O O
especially especially RB O O O
those those DT O O O
related related JJ O O B-ADJP
to to IN O O I-ADJP
the the DT O O B-NP
Lebanese Lebanese JJ B-NORP O B-ADJP
and and CC O O I-ADJP
Iraqi Iraqi JJ B-NORP O I-ADJP
issues issues NNS O O O
? ? . O O O

I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
I I PRP O O O
think think VBP O I-V B-VP
that that IN O O B-SBAR
the the DT O O B-NP
Council Council NNP B-ORG O I-NP
's 's POS O O I-NP
stance stance NN O O O
on on IN O O O
these these DT O O B-NP
two two CD O O I-NP
issues issues NNS O O I-NP
is is VBZ O I-V B-VP
also also RB O O I-VP
related related JJ O O I-VP
to to IN O O I-VP
the the DT O O B-NP
stance stance NN O O I-NP
of of IN O O O
the the DT B-ORG O B-NP
Arab Arab NNP I-ORG O I-NP
League League NNP I-ORG O I-NP
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
it it PRP O O O
wo wo MD O O B-VP
n't n't RB O O I-VP
be be VB O I-V B-VP
anything anything NN O O B-NP
new new JJ O O B-ADJP
. . . O O O

And And CC O O O
we we PRP O O O
've 've VBP O O B-VP
heard heard VBN O I-V B-VP
resolutions resolutions NNS O O B-NP
and and CC O O O
political political JJ O O B-NP
stances stances NNS O O I-NP
from from IN O O O
each each DT O O B-NP
individual individual JJ O O I-NP
state state NN O O I-NP
, , , O O O
uh uh UH O O O
, , , O O O
which which WDT O O B-SBAR
uh uh UH O O B-VP
, , , O O I-VP
I I PRP O O I-VP
mean mean VBP O I-V B-VP
, , , O O O
stress stress VBP O I-V O
the the DT O O B-NP
unity unity NN O O I-NP
of of IN O O O
Iraq Iraq NNP B-GPE O B-NP
as as IN O O O
a a DT O O B-NP
country country NN O O I-NP
and and CC O O O
also also RB O O O
support support VBP O I-V B-VP
legitimacy legitimacy NN O O B-NP
in in IN O O O
Lebanon Lebanon NNP B-GPE O B-NP
. . . O O O

I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
these these DT O O O
are are VBP O I-V B-VP
the the DT O O B-NP
two two CD O O I-NP
main main JJ O O I-NP
issues issues NNS O O I-NP
which which WDT O O B-SBAR
, , , O O I-SPAR
I I PRP O O I-SPAR
mean mean VBP O I-V B-VP
, , , O O O
I I PRP O O O
think think VBP O I-V B-VP
the the DT O O I-SPAR
summit summit NN O O I-SPAR
will will MD O O B-VP
focus focus VB O I-V B-VP
on on IN O O I-VP
. . . O O O

But But CC O O O
I I PRP O O O
would would MD O O B-VP
also also RB O O I-VP
like like VB O I-V B-VP
to to TO O O B-VP
add add VB O I-V B-VP
that that IN O O B-SBAR
the the DT O O B-NP
Custodian Custodian NNP O O I-NP
of of IN O O O
the the DT B-FAC O B-NP
Two Two NNP I-FAC O I-NP
Holy Holy NNP I-FAC O I-NP
Shrines Shrines NNPS I-FAC O I-NP
referred referred VBD O I-V B-VP
today today NN O O I-VP
to to IN O O I-VP
an an DT O O B-NP
important important JJ O O I-NP
point point NN O O I-NP
when when WRB O O B-SBAR
he he PRP O O I-SPAR
indicated indicated VBD O I-V B-VP
that that IN O O B-SBAR
there there EX O O I-SPAR
is is VBZ O I-V B-VP
a a DT O O B-NP
flaw flaw NN O O I-NP
in in IN O O O
the the DT B-LAW O B-NP
constitution constitution NN I-LAW O I-NP
of of IN I-LAW O O
the the DT I-LAW O B-NP
Council Council NNP I-LAW O I-NP
. . . O O O

He He PRP O O O
pointed pointed VBD O I-V B-VP
out out RP O O I-VP
we we PRP O O I-SPAR
support support VBP O I-V B-VP
or or CC O O O
contribute contribute VBP O I-V B-VP
to to IN O O I-VP
solving solving VBG O I-V B-VP
these these DT O O B-NP
issues issues NNS O O I-NP
outside outside IN O O O
the the DT O O B-NP
Council Council NNP B-ORG O I-NP
states states NNS O O I-NP
or or CC O O O
those those DT O O B-NP
related related JJ O O B-ADJP
to to IN O O I-ADJP
the the DT O O B-NP
region region NN O O I-NP
and and CC O O O
we we PRP O O O
can can MD O O B-VP
not not RB O O I-VP
solve solve VB O I-V B-VP
our our PRP$ O O B-NP
problems problems NNS O O I-NP
within within IN O O O
the the DT O O B-NP
Council Council NNP B-ORG O I-NP
. . . O O O

He He PRP O O O
demanded demanded VBD O I-V B-VP
that that IN O O B-SBAR
when when WRB O O I-SPAR
there there EX O O I-SPAR
is is VBZ O I-V B-VP
a a DT O O B-NP
unified unified JJ O O I-NP
stance stance NN O O I-NP
and and CC O O O
a a DT O O B-NP
unified unified JJ O O I-NP
word word NN O O I-NP
, , , O O O
it it PRP O O O
can can MD O O B-VP
contribute contribute VB O I-V B-VP
to to IN O O I-VP
solving solving VBG O I-V B-VP
the the DT O O B-NP
pending pending VBG O I-V I-NP
problems problems NNS O O I-NP
in in IN O O O
the the DT O O B-NP
region region NN O O I-NP
, , , O O O
which which WDT O O B-SBAR
I I PRP O O I-SPAR
mean mean VBP O I-V B-VP
, , , O O O
have have VBP O O B-VP
reasons reasons NNS O O B-NP
and and CC O O I-NP
implications implications NNS O O I-NP
that that WDT O O B-SBAR
affect affect VBP O I-V B-VP
the the DT O O B-NP
Council Council NNP B-ORG O I-NP
states states NNS O O I-NP
. . . O O O

Okay Okay UH O O O
, , , O O O
Doctor Doctor NNP O O O
Zuhair Zuhair NNP B-PERSON O O
, , , O O O
regarding regarding VBG O O O
Oman Oman NNP B-GPE O B-NP
's 's POS O O I-NP
refusal refusal NN O O O
to to TO O O B-VP
join join VB O I-V B-VP
the the DT B-ORG O B-NP
Monetary Monetary NNP I-ORG O I-NP
Union Union NNP I-ORG O I-NP
in in IN O O O
2010 2010 CD O O B-NP
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
in in IN O O O
your your PRP$ O O B-NP
opinion opinion NN O O I-NP
, , , O O O
how how WRB O O O
much much JJ O O O
impact impact NN O O O
will will MD O O O
that that DT O O O
have have VB O O B-VP
? ? . O O O

I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
I I PRP O O O
think think VBP O I-V B-VP
it it PRP O O I-SPAR
's 's VBZ O I-V B-VP
not not RB O O I-VP
Oman Oman NNP B-GPE O I-VP
. . . O O O

It It PRP O O O
's 's VBZ O I-V B-VP
that that IN O O I-VP
we we PRP O O I-VP
suffer suffer VBP O I-V B-VP
from from IN O O I-VP
problems problems NNS O O B-NP
in in IN O O O
each each DT O O B-NP
state state NN O O I-NP
. . . O O O

Each Each DT O None O
country country NN O None O
has has VBP O None B-VP
temporary temporary JJ O None B-NP
desires desires NNS O None I-NP
and and CC O None I-NP
interests interests NNS O None I-NP
. . . O None O

If If IN O O O
we we PRP O O O
follow follow VBP O I-V B-VP
this this DT O O B-NP
path path NN O O I-NP
, , , O O O
it it PRP O O B-NP
would would MD O O B-VP
be be VB O I-V B-VP
difficult difficult JJ O O I-VP
to to TO O O B-VP
activate activate VB O I-V B-VP
the the DT O O B-NP
states states NNS O O I-NP
of of IN O O O
the the DT B-ORG O B-NP
Cooperation Cooperation NNP I-ORG O I-NP
Council Council NNP I-ORG O I-NP
. . . O O O

I I PRP O O O
think think VBP O I-V B-VP
that that IN O O B-SBAR
if if IN O O B-SBAR
there there EX O O I-SPAR
are are VBP O I-V B-VP
sincere sincere JJ O O B-NP
intentions intentions NNS O O I-NP
and and CC O O O
a a DT O O B-NP
serious serious JJ O O I-NP
desire desire NN O O I-NP
among among IN O O O
leaders leaders NNS O O B-NP
for for IN O O O
the the DT O O B-NP
good good NN O O I-NP
of of IN O O O
the the DT O O B-NP
people people NNS O O I-NP
, , , O O O
not not RB O O O
only only RB O O O
with with IN O O O
regard regard NN O O B-NP
to to IN O O O
economic economic JJ O O B-NP
issues issues NNS O O I-NP
or or CC O O O
even even RB O O B-NP
the the DT O O I-NP
military military JJ O O I-NP
issue issue NN O O I-NP
, , , O O O
which which WDT O O B-SBAR
is is VBZ O I-V B-VP
more more RBR O O I-VP
dangerous dangerous JJ O O I-VP
, , , O O I-VP
when when WRB O O I-VP
we we PRP O O I-VP
feel feel VBP O I-V B-VP
that that IN O O B-SBAR
there there EX O O I-SPAR
is is VBZ O I-V B-VP
, , , O O I-VP
uh uh UH O O I-VP
, , , O O I-VP
uh uh UH O O I-VP
, , , O O I-VP
a a DT O O B-NP
strong strong JJ O O I-NP
Iranian Iranian JJ B-NORP O I-NP
presence presence NN O O I-NP
in in IN O O O
the the DT O O B-NP
region region NN O O I-NP
, , , O O O
and and CC O O O
if if IN O O B-SBAR
this this DT B-ORG O I-SPAR
Cooperation Cooperation NNP I-ORG O I-SPAR
Council Council NNP I-ORG O I-SPAR
does does VBZ O O B-VP
not not RB O O I-VP
transform transform VB O I-V B-VP
into into IN O O I-VP
a a DT O O B-NP
regional regional JJ O O I-NP
power power NN O O I-NP
among among IN O O O
its its PRP$ O O B-NP
individuals individuals NNS O O I-NP
and and CC O O I-NP
peoples peoples NNS O O I-NP
in in IN O O O
order order NN O O B-NP
to to TO O O B-VP
realize realize VB O I-V B-VP
their their PRP$ O O B-NP
interests interests NNS O O I-NP
, , , O O O
it it PRP O O O
will will MD O O B-VP
certainly certainly RB O O I-VP
fail fail VB O I-V B-VP
in in IN O O I-VP
the the DT O O B-NP
long long JJ O O I-NP
run run NN O I-V I-NP
. . . O O O

Um Um UH O None O
. . . O None O

Um Um UH O None O
. . . O None O

Yes Yes UH O None O
. . . O None O

Um Um UH O None O
. . . O None O

Yes Yes UH O None O
. . . O None O

Welcome Welcome UH O None O
, , , O None O
dear dear NN O None O
viewers viewers NNS O None O
. . . O None O

We We PRP O O O
now now RB O O O
meet meet VBP O I-V B-VP
with with IN O O I-VP
His His PRP$ O O B-NP
Highness Highness NNP O O I-NP
Dr. Dr. NNP O O B-NP
Anwar Anwar NNP B-PERSON O I-NP
Mahmoud Mahmoud NNP I-PERSON O I-NP
Gargash Gargash NNP I-PERSON O I-NP
, , , O O O
Minister Minister NNP O O B-NP
of of IN O O O
State State NNP O O B-NP
for for IN O O O
the the DT B-ORG O B-NP
Federal Federal NNP I-ORG O I-NP
National National NNP I-ORG O I-NP
Council Council NNP I-ORG O I-NP
Affairs Affairs NNPS I-ORG O I-NP
in in IN I-ORG O O
the the DT I-ORG O B-NP
Emirates Emirates NNP I-ORG O I-NP
. . . O O O

Welcome Welcome UH O None O
to to IN O None O
you you PRP O None B-NP
, , , O None O
Your Your PRP$ O None O
Excellency Excellency NNP O None O
Minister Minister NNP O None O
, , , O None O
in in IN O None O
this this DT O None B-NP
interview interview NN O None I-NP
for for IN O None O
Abu Abu NNP B-ORG None B-NP
Dhabi Dhabi NNP I-ORG None I-NP
Channel Channel NNP I-ORG None I-NP
. . . O None O

Hello Hello UH O None O
. . . O None O

Welcome Welcome UH O None O
. . . O None O

Your Your PRP$ O O O
Excellency Excellency NNP O O O
Minister Minister NNP O O O
, , , O O O
first first RB O O O
, , , O O O
what what WP O O O
would would MD O O O
you you PRP O O O
say say VB O I-V B-VP
on on IN O O O
this this DT O O B-NP
special special JJ O O I-NP
occasion occasion NN O O I-NP
to to IN O O O
all all DT O O B-NP
of of IN O O O
us us PRP O O B-NP
? ? . O O O

The The DT O None B-NP
thirty thirty CD O None B-ADJP
- - HYPH O None I-ADJP
fifth fifth JJ O None I-ADJP
anniversary anniversary NN O None O
ah ah UH O None O
of of IN O None O
the the DT O None B-NP
federation federation NN O None I-NP
, , , O None O
a a DT O None B-NP
special special JJ O None I-NP
occasion occasion NN O None I-NP
to to IN O None O
all all DT O None B-NP
of of IN O None O
us us PRP O None B-NP
. . . O None O

Ah Ah UH O O B-NP
an an DT O O B-NP
occasion occasion NN O O I-NP
ah ah UH O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
during during IN O O B-SBAR
which which WDT O O I-SPAR
we we PRP O O I-SPAR
think think VBP O I-V B-VP
of of IN O O I-VP
the the DT O O B-NP
great great JJ O O I-NP
achievements achievements NNS O O I-NP
of of IN O O O
this this DT O O B-NP
nation nation NN O O I-NP
, , , O O O
we we PRP O O O
think think VBP O I-V B-VP
of of IN O O I-VP
ah ah UH O O I-VP
how how WRB O O I-VP
we we PRP O O I-VP
became became VBD O I-V B-VP
ah ah UH O O I-VP
of of IN O O I-VP
the the DT O O B-NP
pioneer pioneer NN O O I-NP
Arab Arab JJ B-NORP O I-NP
countries countries NNS O O I-NP
that that WDT O O B-SBAR
are are VBP O O B-VP
pointed pointed VBN O I-V B-VP
to to IN O O I-VP
ah ah UH O O O
with with IN O O O
the the DT O O B-NP
fingers fingers NNS O O I-NP
after after IN O O O
I I PRP O O O
mean mean VBP O I-V B-VP
ah ah UH O O O
hard hard JJ O O B-NP
beginnings beginnings NNS O O I-NP
. . . O O O

And And CC O O O
actually actually RB O O O
ah ah UH O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
we we PRP O O O
have have VBP O O B-VP
been been VBN O O B-VP
blessed blessed VBN O I-V B-VP
with with IN O O O
a a DT O O B-NP
political political JJ O O I-NP
leadership leadership NN O O I-NP
ah ah UH O O O
I I PRP O O O
mean mean VBP O I-V B-VP
insightful insightful JJ O O B-ADJP
, , , O O I-ADJP
ambitious ambitious JJ O O I-ADJP
, , , O O O
and and CC O O O
on on IN O O O
top top NN O O B-NP
of of IN O O O
it it PRP O O B-NP
of of IN O O O
course course NN O O B-NP
the the DT O O B-NP
late late JJ O O I-NP
Sheikh Sheikh NNP O O I-NP
Zayed Zayed NNP B-PERSON O I-NP
Bin Bin NNP I-PERSON O I-NP
Sultan Sultan NNP I-PERSON O I-NP
Al Al NNP I-PERSON O I-NP
Nahyan Nahyan NNP I-PERSON O I-NP
, , , O O O
God God NNP O O O
bless bless VB O I-V B-VP
his his PRP$ O O B-NP
soul soul NN O O I-NP
. . . O O O

I I PRP O O O
am am VBP O I-V B-VP
from from IN O O I-VP
the the DT O O B-NP
federation federation NN O O I-NP
generation generation NN O O I-NP
, , , O O O
I I PRP O O O
am am VBP O I-V B-VP
ah ah UH O O I-VP
from from IN O O I-VP
those those DT O O B-NP
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
ah ah JJ O O O
ah ah UH O O O
who who WP O O B-SBAR
were were VBD O O B-VP
sent sent VBN O I-V B-VP
abroad abroad RB O O O
, , , O O O
and and CC O O O
I I PRP O O O
studied studied VBD O I-V B-VP
abroad abroad RB O O I-VP
, , , O O O
and and CC O O O
I I PRP O O O
lived lived VBD O I-V B-VP
all all PDT O O B-NP
those those DT O O I-NP
stages stages NNS O O I-NP
, , , O O O
and and CC O O O
I I PRP O O O
say say VBP O I-V B-VP
that that IN O O B-SBAR
the the DT O O I-SPAR
human human NN O O I-SPAR
being being NN O O I-SPAR
has has VBZ O O B-VP
ah ah UH O O I-VP
I I PRP O O I-VP
mean mean VBP O I-V B-VP
an an DT O O B-NP
amazing amazing JJ O O I-NP
ability ability NN O O I-NP
to to TO O O B-VP
ah ah UH O O I-VP
I I PRP O O I-VP
mean mean VBP O I-V B-VP
accept accept VB O I-V B-VP
change change NN O O B-NP
. . . O O O

But But CC O O O
there there RB O O O
ah ah UH O O O
the the DT O O O
human human NN O O O
being being NN O O O
also also RB O O O
has has VBZ O O B-VP
moments moments NNS O O B-NP
in in IN O O B-SBAR
which which WDT O O I-SPAR
he he PRP O O I-SPAR
stops stops VBZ O I-V B-VP
with with IN O O I-VP
patience patience NN O O B-NP
and and CC O O O
ah ah UH O O O
thinks thinks VBZ O I-V B-VP
of of IN O O I-VP
the the DT O O B-NP
stages stages NNS O O I-NP
that that WDT O O B-SBAR
passed passed VBD O I-V B-VP
in in IN O O O
order order NN O O B-NP
to to TO O O B-VP
realize realize VB O I-V B-VP
the the DT O O B-NP
reality reality NN O O I-NP
of of IN O O O
the the DT O O B-NP
greatness greatness NN O O I-NP
of of IN O O O
the the DT O O B-NP
experience experience NN O O I-NP
and and CC O O O
the the DT O O B-NP
greatness greatness NN O O I-NP
of of IN O O O
the the DT O O B-NP
journey journey NN O O I-NP
that that WDT O O O
ah ah UH O O O
I I PRP O O O
mean mean VBP O I-V B-VP
we we PRP O O O
have have VBP O O B-VP
accomplished accomplished VBN O I-V B-VP
. . . O O O

A A DT O O B-NP
blessed blessed JJ O O I-NP
journey journey NN O O I-NP
ah ah UH O O O
led led VBN O I-V B-VP
today today NN O O O
by by IN O O O
His His PRP$ O O B-NP
Highness Highness NNP O O I-NP
Sheikh Sheikh NNP O O B-NP
Khalifa Khalifa NNP B-PERSON O I-NP
Bin Bin NNP I-PERSON O I-NP
Zayed Zayed NNP I-PERSON O I-NP
Al Al NNP I-PERSON O I-NP
Nahyan Nahyan NNP I-PERSON O I-NP
and and CC O O O
His His PRP$ O O B-NP
Highness Highness NNP O O I-NP
Sheikh Sheikh NNP O O B-NP
Mohamed Mohamed NNP B-PERSON O I-NP
ah ah NNP I-PERSON O I-NP
Bin Bin NNP I-PERSON O I-NP
Rashid Rashid NNP I-PERSON O I-NP
Al Al NNP I-PERSON O I-NP
Maktoum Maktoum NNP I-PERSON O I-NP
. . . O O O

Ah Ah UH O O O
and and CC O O O
we we PRP O O O
expect expect VBP O I-V B-VP
, , , O O I-VP
God God NNP O O I-VP
willing willing JJ O O I-VP
, , , O O I-VP
in in IN O O I-VP
the the DT O O B-NP
coming coming VBG O I-V I-NP
periods periods NNS O O I-NP
that that IN O O B-SBAR
we we PRP O O I-SPAR
go go VBP O I-V B-VP
from from IN O O I-VP
success success NN O O B-NP
to to IN O O O
another another DT O O B-NP
success success NN O O I-NP
; ; : O O O
it it PRP O O O
is is VBZ O I-V B-VP
a a DT O O B-NP
very very RB O O B-ADJP
special special JJ O O I-ADJP
occasion occasion NN O O O
and and CC O O O
a a DT O O B-NP
precious precious JJ O O I-NP
national national JJ O O I-NP
anniversary anniversary NN O O I-NP
. . . O O O

Yes Yes UH O None O
. . . O None O

Mr. Mr. NNP O O O
Abdel Abdel NNP B-PERSON O O
- - HYPH I-PERSON O O
Hussein Hussein NNP I-PERSON O O
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
today today NN O O O
, , , O O O
after after IN O O O
the the DT O O B-NP
bombing bombing NN O O I-NP
that that WDT O O B-SBAR
occurred occurred VBD O I-V B-VP
at at IN O O I-VP
Al Al NNP B-FAC O B-NP
- - HYPH I-FAC O I-NP
Tayaran Tayaran NNP I-FAC O I-NP
Square Square NNP I-FAC O I-NP
leaving leaving VBG O I-V B-VP
dozens dozens NNS O O B-NP
of of IN O O O
innocent innocent JJ O O B-NP
civilians civilians NNS O O I-NP
victims victims NNS O O O
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
Mr. Mr. NNP O O O
Al Al NNP B-PERSON O O
- - HYPH I-PERSON O O
Maliki Maliki NNP I-PERSON O O
issued issued VBD O I-V B-VP
a a DT O O B-NP
statement statement NN O O I-NP
and and CC O O O
said said VBD O I-V B-VP
that that IN O O B-SBAR
the the DT O O B-NP
terrorists terrorists NNS O O I-NP
and and CC O O O
the the DT O O B-NP
Takfiris Takfiris NNPS B-NORP O I-NP
and and CC O O O
their their PRP$ O O B-NP
Saddamist Saddamist JJ B-NORP O I-NP
allies allies NNS O O I-NP
are are VBP O I-V B-VP
behind behind IN O O I-VP
this this DT O O B-NP
crime crime NN O O I-NP
and and CC O O O
most most JJS O O B-NP
of of IN O O O
the the DT O O B-NP
crimes crimes NNS O O I-NP
that that WDT O O B-SBAR
take take VBP O O B-VP
place place NN O O B-NP
, , , O O O
which which WDT O O B-SBAR
target target VBP O I-V B-VP
Iraqi Iraqi JJ B-NORP O B-NP
citizens citizens NNS O O I-NP
daily daily RB O O O
in in IN O O O
the the DT O O B-NP
capital capital NN O O I-NP
and and CC O O O
the the DT O O B-NP
other other JJ O O I-NP
governorates governorates NNS O O I-NP
. . . O O O

He He PRP O O O
also also RB O O O
said said VBD O I-V B-VP
that that IN O O B-SBAR
it it PRP O O I-SPAR
reveals reveals VBZ O I-V B-VP
that that IN O O B-SBAR
the the DT O O B-NP
terrorist terrorist JJ O O I-NP
groups groups NNS O O I-NP
that that WDT O O B-SBAR
stand stand VBP O I-V B-VP
behind behind IN O O I-VP
it it PRP O O B-NP
seek seek VBP O I-V B-VP
to to TO O O B-VP
spread spread VB O I-V B-VP
the the DT O O B-NP
anarchy anarchy NN O O I-NP
of of IN O O O
killing killing NN O I-V B-NP
and and CC O O I-NP
crime crime NN O O I-NP
and and CC O O O
to to TO O O B-VP
drag drag VB O I-V I-VP
Iraq Iraq NNP B-GPE O B-NP
into into IN O O O
the the DT O O B-NP
crucible crucible NN O O I-NP
of of IN O O O
war war NN O O B-NP
and and CC O O O
sectarian sectarian JJ O O B-NP
sedition sedition NN O O I-NP
. . . O O O

I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
there there EX O O O
were were VBD O I-V B-VP
indications indications NNS O O I-VP
that that IN O O B-SBAR
the the DT O O B-NP
conference conference NN O O I-NP
, , , O O O
the the DT O O B-NP
National National NNP O O I-NP
Reconciliation Reconciliation NNP O O I-NP
Conference Conference NNP O O I-NP
, , , O O O
would would MD O O B-VP
pave pave VB O I-V B-VP
the the DT O O B-NP
way way NN O O I-NP
for for IN O O O
a a DT O O B-NP
national national JJ O O I-NP
dialogue dialogue NN O O I-NP
with with IN O O O
some some DT O O B-NP
of of IN O O O
the the DT O O B-NP
armed armed JJ O O I-NP
groups groups NNS O O I-NP
. . . O O O

First First RB O O O
, , , O O O
do do VBP O O O
you you PRP O O O
expect expect VB O I-V B-VP
that that IN O O B-SBAR
the the DT O O I-SPAR
Conference Conference NNP O O I-SPAR
will will MD O O B-VP
meet meet VB O I-V B-VP
the the DT O O B-NP
demands demands NNS O O I-NP
of of IN O O O
these these DT O O B-NP
groups groups NNS O O I-NP
? ? . O O O

The The DT O O O
truth truth NN O O O
is is VBZ O I-V B-VP
, , , O O I-VP
when when WRB O O I-VP
the the DT O O I-VP
objective objective NN O O I-VP
is is VBZ O I-V B-VP
either either CC O O I-VP
I I PRP O O I-VP
rule rule VBP O I-V B-VP
over over IN O O I-VP
you you PRP O O B-NP
or or CC O O O
I I PRP O O O
kill kill VBP O I-V B-VP
you you PRP O O B-NP
, , , O O O
or or CC O O O
the the DT O O O
objective objective NN O O O
is is VBZ O I-V B-VP
either either CC O O I-VP
I I PRP O O I-VP
take take VBP O O B-VP
hold hold NN O O B-NP
of of IN O O O
everything everything NN O O B-NP
I I PRP O O I-SPAR
can can MD O O B-VP
without without IN O O O
consideration consideration NN O O B-NP
of of IN O O O
national national JJ O O B-NP
interests interests NNS O O I-NP
, , , O O O
or or CC O O O
without without IN O O O
consideration consideration NN O O B-NP
, , , O O O
uh uh UH O O O
, , , O O O
of of IN O O O
the the DT O O B-NP
complexities complexities NNS O O I-NP
of of IN O O O
the the DT O O B-NP
Iraqi Iraqi JJ B-NORP O I-NP
circumstances circumstances NNS O O I-NP
, , , O O O
then then RB O O O
, , , O O O
in in IN O O O
reality reality NN O O B-NP
, , , O O O
I I PRP O O O
mean mean VBP O I-V B-VP
, , , O O O
uh uh UH O O O
, , , O O O
I I PRP O O O
think think VBP O I-V B-VP
that that IN O O B-SBAR
continuing continuing VBG O I-V B-VP
in in IN O O I-VP
this this DT O O B-NP
situation situation NN O O I-NP
wo wo MD O O O
n't n't RB O O O
change change VB O I-V B-VP
